Type,PROVIDER NAME,StartDateTime,DateCreated,ID,ExternalID,FareAmount,GratuityAmount,SurchargeAmount,ExtraFareAmount,TollAmount,TotalAmount,PaymentType,StartDateTime,EndDateTime,OriginStreetNumber,OriginStreetName,OriginCity,OriginState,OriginZip,OriginLatitude,OriginLongitude,DestinationStreetNumber,DestinationStreetName,DestinationCity,DestinationState,DestinationZip,DestinationLatitude,DestinationLongitude,Milage,Duration
1,Hitch,2017-01-01 04:31:23.0000000 +00:00,2017-01-01 11:23:07.2100000 +00:00,G377__65500__2017-01-01T11:23:07.210_26369910,26369910,6.49,0,0.25,1,0,7.74,2,2017-01-01 04:31:23.0000000 +00:00,2017-01-01 04:37:10.0000000 +00:00,NULL,building: Warder-Totten House 15th Street Northwest,Washington,DC,20009,38.9242,-77.0354,NULL,14th Street Northwest,Washington,DC,20010,38.9131,-77.032,1,6
1,Hitch,2017-01-01 04:31:22.0000000 +00:00,2017-01-01 11:23:08.0166667 +00:00,K630__77413__2017-01-01T11:23:08.017_26369911,26369911,7.03,0,0.25,0,0,7.28,2,2017-01-01 04:31:22.0000000 +00:00,2017-01-01 04:34:24.0000000 +00:00,NULL,2001 New Hampshire Avenue Northwest,Washington,DC,20009,38.9173,-77.0364,NULL,3055 16th Street Northwest,Washington,DC,20009,38.9281,-77.0364,2,3
1,Hitch,2017-01-01 04:31:14.0000000 +00:00,2017-01-01 11:23:08.9100000 +00:00,F426__91190__2017-01-01T11:23:08.910_26369912,26369912,5.95,0,0.25,0.75,0,6.95,2,2017-01-01 04:31:14.0000000 +00:00,2017-01-01 04:35:40.0000000 +00:00,NULL,,Washington,DC,20007,38.9056,-77.0428,NULL,25th Street Northwest,Washington,DC,20037,38.902,-77.0534,1,4
1,Hitch,2017-01-01 04:31:05.0000000 +00:00,2017-01-01 11:23:09.7500000 +00:00,E236__74677__2017-01-01T11:23:09.750_26369913,26369913,7.84,0,0.25,0,0,8.09,2,2017-01-01 04:31:05.0000000 +00:00,2017-01-01 04:38:26.0000000 +00:00,NULL,,Washington,DC,20001,38.9022,-77.0219,NULL,,Washington,DC,20008,38.9125,-77.0442,2,7
1,Hitch,2017-01-01 04:30:00.0000000 +00:00,2017-01-01 11:23:11.0666667 +00:00,G887__61782__2017-01-01T11:23:11.067_26369914,26369914,9.19,0,0.25,0,0,9.44,2,2017-01-01 04:30:00.0000000 +00:00,2017-01-01 04:34:36.0000000 +00:00,NULL,2501 Calvert Street Northwest,Washington,DC,20008,38.9234,-77.0542,NULL,,Washington,DC,20007,38.9095,-77.0474,3,5
1,Hitch,2017-01-01 04:29:49.0000000 +00:00,2017-01-01 11:23:12.3700000 +00:00,K471__64178__2017-01-01T11:23:12.370_26369915,26369915,12.97,0,0.25,1,0,14.22,2,2017-01-01 04:29:49.0000000 +00:00,2017-01-01 04:41:21.0000000 +00:00,NULL,,Washington,DC,20001,38.9162,-77.0218,NULL,41 Potomac Avenue Southeast,Washington,DC,0,38.8713,-77.0073,4,12
1,Hitch,2017-01-01 04:29:42.0000000 +00:00,2017-01-01 11:23:13.6766667 +00:00,K179__77845__2017-01-01T11:23:13.677_26369916,26369916,8.92,0,0.25,0,0,9.17,2,2017-01-01 04:29:42.0000000 +00:00,2017-01-01 04:40:08.0000000 +00:00,NULL,2902 Georgia Avenue Northwest,Washington,DC,20012,38.927,-77.0229,NULL,M Street Northwest,Washington,DC,20007,38.9058,-77.0337,2,10
1,Hitch,2017-01-01 04:29:34.0000000 +00:00,2017-01-01 11:23:14.7733333 +00:00,D431__82330__2017-01-01T11:23:14.773_26369917,26369917,7.57,0,0.25,1,0,8.82,2,2017-01-01 04:29:34.0000000 +00:00,2017-01-01 04:36:57.0000000 +00:00,NULL,U Street Northwest,Washington,DC,20009,38.917,-77.0312,NULL,,Washington,DC,20001,38.9013,-77.0194,2,7
1,Hitch,2017-01-01 04:29:06.0000000 +00:00,2017-01-01 11:23:16.0966667 +00:00,F339__72365__2017-01-01T11:23:16.097_26369918,26369918,4.6,0,0.25,0,0,4.85,2,2017-01-01 04:29:06.0000000 +00:00,2017-01-01 04:31:34.0000000 +00:00,NULL,3060 16th Street Northwest,Washington,DC,20009,38.9284,-77.0365,NULL,3636 16th Street Northwest,Washington,DC,20009,38.9365,-77.0369,1,2
1,Hitch,2017-01-01 04:28:59.0000000 +00:00,2017-01-01 11:23:17.4700000 +00:00,D133__70530__2017-01-01T11:23:17.470_26369919,26369919,6.22,0,0.25,0,0,6.47,2,2017-01-01 04:28:59.0000000 +00:00,2017-01-01 04:32:22.0000000 +00:00,NULL,,Arlington,VA,22201,38.8787,-77.1093,NULL,North Granada Street,Arlington,VA,22203,38.8695,-77.1233,1,3
1,Hitch,2017-01-01 04:28:52.0000000 +00:00,2017-01-01 11:23:18.6433333 +00:00,F515__70208__2017-01-01T11:23:18.643_26369920,26369920,3.25,0,0.25,0,0,3.5,2,2017-01-01 04:28:52.0000000 +00:00,2017-01-01 04:28:55.0000000 +00:00,NULL,Annapolis Road,Lanham-Seabrook,MD,20706,38.9633,-76.857,NULL,Annapolis Road,Lanham-Seabrook,MD,62905,38.9633,-76.857,0,0
1,Hitch,2017-01-01 04:28:07.0000000 +00:00,2017-01-01 11:23:20.0300000 +00:00,G141__74050__2017-01-01T11:23:20.030_26369921,26369921,13.24,0,0.25,1,0,14.49,2,2017-01-01 04:28:07.0000000 +00:00,2017-01-01 04:44:11.0000000 +00:00,NULL,,Washington,DC,20001,38.9158,-77.022,NULL,,Washington,DC,20002,38.9142,-76.9816,3,16
1,Hitch,2017-01-01 04:27:02.0000000 +00:00,2017-01-01 11:23:21.3700000 +00:00,K184__73062__2017-01-01T11:23:21.370_26369922,26369922,11.62,0,0.25,1.5,0,13.37,2,2017-01-01 04:27:02.0000000 +00:00,2017-01-01 04:38:40.0000000 +00:00,NULL,sports_centre: Washington Sports Club H Street Northwest,NULL,DC,20001,38.8996,-77.0217,NULL,2500 Calvert Street Northwest,Washington,DC,20008,38.923,-77.0539,4,12
1,Hitch,2017-01-01 04:25:44.0000000 +00:00,2017-01-01 11:23:22.6400000 +00:00,G074__76496__2017-01-01T11:23:22.640_26369923,26369923,6.76,0,0.25,1,0,8.01,2,2017-01-01 04:25:44.0000000 +00:00,2017-01-01 04:32:00.0000000 +00:00,NULL,1609 17th Street Northwest,Washington,DC,20009,38.9117,-77.0384,NULL,2440 18th Street Northwest,Washington,DC,20009,38.9218,-77.0424,1,6
1,Hitch,2017-01-01 04:25:22.0000000 +00:00,2017-01-01 11:23:23.7400000 +00:00,E968__54775__2017-01-01T11:23:23.740_26369924,26369924,24.31,0,0.25,0.75,0,25.31,2,2017-01-01 04:25:22.0000000 +00:00,2017-01-01 04:46:17.0000000 +00:00,NULL,Connecticut Avenue Northwest,Washington,DC,20036,38.9082,-77.0425,NULL,Library Lane,Alexandria,VA,22034,38.8277,-77.1089,9,21
1,Hitch,2017-01-01 04:24:40.0000000 +00:00,2017-01-01 11:23:25.0833333 +00:00,F368__70557__2017-01-01T11:23:25.083_26369925,26369925,14.32,0,0.25,1,0,15.57,2,2017-01-01 04:24:40.0000000 +00:00,2017-01-01 04:40:35.0000000 +00:00,NULL,West Virginia Avenue Northeast,Washington,DC,20002,38.9145,-76.9813,NULL,Kenyon Street Northwest,Washington,DC,20010,38.9297,-77.0295,4,16
1,Hitch,2017-01-01 04:24:30.0000000 +00:00,2017-01-01 11:23:26.4166667 +00:00,E966__57648__2017-01-01T11:23:26.417_26369926,26369926,13.24,0,0.25,1,0,14.49,2,2017-01-01 04:24:30.0000000 +00:00,2017-01-01 04:42:01.0000000 +00:00,NULL,Dupont Circle Northwest,Washington,DC,20036,38.9102,-77.0438,NULL,building: L'Enfant Plaza Building L'Enfant Plaza Southwest,Washington,DC,0,38.884,-77.0239,3,18
1,Hitch,2017-01-01 04:23:15.0000000 +00:00,2017-01-01 11:23:27.5366667 +00:00,G942__82854__2017-01-01T11:23:27.537_26369927,26369927,8.92,0,0.25,1,0,10.17,2,2017-01-01 04:23:15.0000000 +00:00,2017-01-01 04:32:49.0000000 +00:00,NULL,K Street Northwest,Washington,DC,20037,38.9023,-77.0334,NULL,Columbia Road Northwest,Washington,DC,20009,38.9253,-77.0386,2,10
1,Hitch,2017-01-01 04:22:22.0000000 +00:00,2017-01-01 11:23:28.8266667 +00:00,G932__79763__2017-01-01T11:23:28.827_26369928,26369928,8.11,0,0.25,1,0,9.36,2,2017-01-01 04:22:22.0000000 +00:00,2017-01-01 04:31:00.0000000 +00:00,NULL,14th Street Northwest,Washington,DC,20010,38.9147,-77.0318,NULL,,Washington,DC,20001,38.9086,-77.0164,2,9
1,Hitch,2017-01-01 04:21:44.0000000 +00:00,2017-01-01 11:23:30.1600000 +00:00,K598__82380__2017-01-01T11:23:30.160_26369929,26369929,5.68,0,0.25,0,0,5.93,2,2017-01-01 04:21:44.0000000 +00:00,2017-01-01 04:25:36.0000000 +00:00,NULL,,Washington,DC,20001,38.9152,-77.0219,NULL,,Washington,DC,20001,38.9152,-77.0219,1,4
1,Hitch,2017-01-01 04:21:37.0000000 +00:00,2017-01-01 11:23:31.5100000 +00:00,G310__78132__2017-01-01T11:23:31.510_26369930,26369930,11.89,0,0.25,0,0,12.14,2,2017-01-01 04:21:37.0000000 +00:00,2017-01-01 04:32:03.0000000 +00:00,NULL,,Washington,DC,20001,38.9178,-77.0241,NULL,3rd Street Northeast,Washington,DC,20002,38.9615,-77.0028,4,10
1,Hitch,2017-01-01 04:20:35.0000000 +00:00,2017-01-01 11:23:32.6300000 +00:00,F385__74949__2017-01-01T11:23:32.630_26369931,26369931,22.69,0,0.25,1,0,23.94,2,2017-01-01 04:20:35.0000000 +00:00,2017-01-01 04:38:22.0000000 +00:00,NULL,,Washington,DC,20007,38.9326,-77.0726,NULL,,Arlington,VA,22202,38.8544,-77.0438,8,18
1,Hitch,2017-01-01 05:56:09.0000000 +00:00,2017-01-01 11:23:33.5566667 +00:00,D133__70530__2017-01-01T11:23:33.557_26369932,26369932,9.2,0,0.25,0,0,9.2,1,2017-01-01 05:56:09.0000000 +00:00,2017-01-01 05:59:51.0000000 +00:00,NULL,14th Street Northwest,Washington,DC,20010,38.9287,-77.0327,NULL,2501 1st Street Northwest,Washington,DC,20001,38.9273,-77.0136,1,4
1,Hitch,2017-01-01 05:53:22.0000000 +00:00,2017-01-01 11:23:34.1266667 +00:00,F547__65291__2017-01-01T11:23:34.127_26369933,26369933,6.85,0,0.25,0,0,6.85,1,2017-01-01 05:53:22.0000000 +00:00,2017-01-01 05:55:41.0000000 +00:00,NULL,651 Florida Avenue Northwest,Washington,DC,20001,38.9163,-77.0218,NULL,700-798 P Street Northwest,Washington,DC,20001,38.9096,-77.0228,1,2
1,Hitch,2017-01-01 05:51:07.0000000 +00:00,2017-01-01 11:23:34.6866667 +00:00,K657__64219__2017-01-01T11:23:34.687_26369934,26369934,13.09,0,0.25,0,0,13.09,1,2017-01-01 05:51:07.0000000 +00:00,2017-01-01 05:55:45.0000000 +00:00,NULL,2903 Columbia Pike,Arlington,VA,22204,38.8625,-77.0871,NULL,4304 4th Street North,Arlington,VA,22203,38.8736,-77.1086,2,5
1,Hitch,2017-01-01 05:32:16.0000000 +00:00,2017-01-01 11:23:35.2433333 +00:00,E137__76248__2017-01-01T11:23:35.243_26369935,26369935,25.3,0,0.25,0,0,25.3,1,2017-01-01 05:32:16.0000000 +00:00,2017-01-01 05:49:26.0000000 +00:00,NULL,1863-1867 Columbia Road Northwest,Washington,DC,20009,38.9199,-77.0443,NULL,2400 South Smith Boulevard,Arlington,VA,22202,38.853,-77.0432,7,17
1,Hitch,2017-01-01 05:15:17.0000000 +00:00,2017-01-01 11:23:36.3800000 +00:00,K585__73534__2017-01-01T11:23:36.380_26369936,26369936,33.52,0,0.25,0,0,33.52,1,2017-01-01 05:15:17.0000000 +00:00,2017-01-01 05:47:57.0000000 +00:00,NULL,Columbia Road Northwest,Washington,DC,20009,38.9255,-77.0383,NULL,,Bethesda,MD,20817,38.9788,-77.1224,11,33
1,Hitch,2017-01-01 05:44:00.0000000 +00:00,2017-01-01 11:23:37.7100000 +00:00,F547__65291__2017-01-01T11:23:37.710_26369937,26369937,8.93,0,0.25,0,0,8.93,1,2017-01-01 05:44:00.0000000 +00:00,2017-01-01 05:48:00.0000000 +00:00,NULL,,Washington,DC,20001,38.9161,-77.0214,NULL,,Washington,DC,20001,38.9281,-77.0214,1,4
1,Hitch,2017-01-01 05:33:39.0000000 +00:00,2017-01-01 11:23:39.0500000 +00:00,G158__66124__2017-01-01T11:23:39.050_26369938,26369938,14.47,0,0.25,0,0,14.47,1,2017-01-01 05:33:39.0000000 +00:00,2017-01-01 05:38:13.0000000 +00:00,NULL,Wisconsin Avenue Northwest,Washington,DC,20007,38.9192,-77.0705,NULL,,Washington,DC,20007,38.9106,-77.0548,1,5
1,Hitch,2017-01-01 05:32:54.0000000 +00:00,2017-01-01 11:23:40.4000000 +00:00,F334__81253__2017-01-01T11:23:40.400_26369939,26369939,9.49,0,0.25,0,0,9.49,1,2017-01-01 05:32:54.0000000 +00:00,2017-01-01 05:36:34.0000000 +00:00,NULL,,Washington,DC,20024,38.8831,-77.0199,NULL,10 I Street Southwest,Washington,DC,20024,38.8792,-77.0097,1,4
1,Hitch,2017-01-01 05:25:04.0000000 +00:00,2017-01-01 11:23:41.3900000 +00:00,F557__65681__2017-01-01T11:23:41.390_26369940,26369940,14.27,0,0.25,0,0,14.27,1,2017-01-01 05:25:04.0000000 +00:00,2017-01-01 05:35:15.0000000 +00:00,NULL,,Washington,DC,20001,38.9114,-77.0108,NULL,300 Riggs Road Northeast,Washington,DC,20011,38.9588,-77.0026,4,10
1,Hitch,2017-01-01 05:24:13.0000000 +00:00,2017-01-01 11:23:42.5700000 +00:00,K025__54183__2017-01-01T11:23:42.570_26369941,26369941,10.82,0,0.25,0,0,10.82,1,2017-01-01 05:24:13.0000000 +00:00,2017-01-01 05:34:06.0000000 +00:00,NULL,2500 Pennsylvania Avenue Northwest,Washington,DC,20037,38.9036,-77.0535,NULL,2558 Massachusetts Avenue Northwest,WASHINGTON,DC,20008,38.9169,-77.0573,2,10
1,Hitch,2017-01-01 05:17:40.0000000 +00:00,2017-01-01 11:23:43.8633333 +00:00,G942__82854__2017-01-01T11:23:43.863_26369942,26369942,18.78,0,0.25,0,0,18.78,1,2017-01-01 05:17:40.0000000 +00:00,2017-01-01 05:33:14.0000000 +00:00,NULL,,Washington,DC,20001,38.9161,-77.024,NULL,,Silver Spring,MD,20910,38.9873,-77.0274,5,16
1,Hitch,2017-01-01 05:25:12.0000000 +00:00,2017-01-01 11:23:45.0366667 +00:00,K699__65042__2017-01-01T11:23:45.037_26369943,26369943,8.47,0,0.25,0,0,8.47,1,2017-01-01 05:25:12.0000000 +00:00,2017-01-01 05:30:32.0000000 +00:00,NULL,1232 22nd Street Northwest,Washington,DC,20008,38.906,-77.0489,NULL,,Washington,DC,20008,38.9187,-77.0419,1,5
1,Hitch,2017-01-01 05:20:51.0000000 +00:00,2017-01-01 11:23:46.1233333 +00:00,K598__82380__2017-01-01T11:23:46.123_26369944,26369944,13.71,0,0.25,0,0,13.71,1,2017-01-01 05:20:51.0000000 +00:00,2017-01-01 05:30:28.0000000 +00:00,NULL,,Washington,DC,20001,38.9152,-77.0219,NULL,,Washington,DC,20001,38.9152,-77.0219,3,10
1,Hitch,2017-01-01 05:24:49.0000000 +00:00,2017-01-01 11:23:47.3933333 +00:00,K430__77818__2017-01-01T11:23:47.393_26369945,26369945,7.31,0,0.25,0,0,7.31,1,2017-01-01 05:24:49.0000000 +00:00,2017-01-01 05:26:31.0000000 +00:00,NULL,2000 18th Street Northwest,Washington,DC,20009,38.917,-77.0417,NULL,1933 S Street Northwest,Washington,DC,20009,38.9142,-77.0448,0,2
1,Hitch,2017-01-01 05:18:42.0000000 +00:00,2017-01-01 11:23:48.7033333 +00:00,F547__65291__2017-01-01T11:23:48.703_26369946,26369946,9.01,0,0.25,0,0,9.01,1,2017-01-01 05:18:42.0000000 +00:00,2017-01-01 05:25:14.0000000 +00:00,NULL,14th Street Northwest,Washington,DC,20010,38.9171,-77.0317,NULL,,Washington,DC,20007,38.9096,-77.047,1,7
1,Hitch,2017-01-01 05:20:14.0000000 +00:00,2017-01-01 11:23:49.6533333 +00:00,J997__79815__2017-01-01T11:23:49.653_26369947,26369947,8.66,0,0.25,0,0,8.66,1,2017-01-01 05:20:14.0000000 +00:00,2017-01-01 05:24:26.0000000 +00:00,NULL,,Washington,DC,20001,38.916,-77.0216,NULL,2101 16th Street Northwest,Washington,DC,20009,38.9187,-77.0364,1,4
1,Hitch,2017-01-01 05:07:28.0000000 +00:00,2017-01-01 11:23:50.9933333 +00:00,G768__82738__2017-01-01T11:23:50.993_26369948,26369948,20.14,0,0.25,0,0,20.14,1,2017-01-01 05:07:28.0000000 +00:00,2017-01-01 05:24:28.0000000 +00:00,NULL,building: CVS Pharmacy Georgia Avenue Northwest,Washington,DC,20012,38.9358,-77.0243,NULL,Maine Avenue Southwest,Washington,DC,0,38.8773,-77.0199,4,17
1,Hitch,2017-01-01 04:59:50.0000000 +00:00,2017-01-01 11:23:52.3833333 +00:00,G989__74158__2017-01-01T11:23:52.383_26369949,26369949,34.99,0,0.25,0,0,34.99,1,2017-01-01 04:59:50.0000000 +00:00,2017-01-01 05:19:56.0000000 +00:00,NULL,Misty Glen Lane,Chantilly,VA,22203,38.8594,-77.401,NULL,Cove Landing Road,Burke,VA,22307,38.7938,-77.3057,10,20
1,Hitch,2017-01-01 05:02:09.0000000 +00:00,2017-01-01 11:23:53.7300000 +00:00,J896__80684__2017-01-01T11:23:53.730_26369950,26369950,25.81,0,0.25,0,0,25.81,1,2017-01-01 05:02:09.0000000 +00:00,2017-01-01 05:19:29.0000000 +00:00,NULL,1919 Connecticut Avenue Northwest,Washington,DC,20015,38.9166,-77.0459,NULL,,Arlington,VA,22202,38.8544,-77.0438,7,17
1,Hitch,2017-01-01 05:08:13.0000000 +00:00,2017-01-01 11:23:54.9300000 +00:00,F610__53453__2017-01-01T11:23:54.930_26369951,26369951,15.11,0,0.25,0,0,15.11,1,2017-01-01 05:08:13.0000000 +00:00,2017-01-01 05:18:50.0000000 +00:00,NULL,Rossmoor Boulevard,Rossmoor,MD,20908,39.1019,-77.0768,NULL,Powder House Drive,Olney,MD,20853,39.1328,-77.0977,5,11
1,Hitch,2017-01-01 05:06:43.0000000 +00:00,2017-01-01 11:23:56.4900000 +00:00,G076__60597__2017-01-01T11:23:56.490_26369952,26369952,15.51,0,0.25,0,0,15.51,1,2017-01-01 05:06:43.0000000 +00:00,2017-01-01 05:18:53.0000000 +00:00,NULL,,Washington,DC,20005,38.8976,-77.0316,NULL,Constitution Avenue Northeast,Washington,DC,20002,38.892,-76.9773,3,12
1,Hitch,2017-01-01 05:08:30.0000000 +00:00,2017-01-01 11:23:58.1900000 +00:00,K188__82882__2017-01-01T11:23:58.190_26369953,26369953,12.85,0,0.25,0,0,12.85,1,2017-01-01 05:08:30.0000000 +00:00,2017-01-01 05:18:00.0000000 +00:00,NULL,1314 14th Street Northwest,Washington,DC,20005,38.9077,-77.032,NULL,700 2nd Street Northeast,Washington,DC,20002,38.899,-77.0034,2,10
1,Hitch,2017-01-01 04:58:11.0000000 +00:00,2017-01-01 11:23:59.5700000 +00:00,F334__81253__2017-01-01T11:23:59.570_26369954,26369954,35.01,0,0.25,0,0,35.01,1,2017-01-01 04:58:11.0000000 +00:00,2017-01-01 05:17:19.0000000 +00:00,NULL,,Washington,DC,20001,38.9162,-77.0214,NULL,,Fort Washington,MD,20745,38.7822,-77.0164,12,19
1,Hitch,2017-01-01 05:05:12.0000000 +00:00,2017-01-01 11:24:00.9533333 +00:00,K025__54183__2017-01-01T11:24:00.953_26369955,26369955,23.22,0,0.25,0,0,23.22,1,2017-01-01 05:05:12.0000000 +00:00,2017-01-01 05:16:40.0000000 +00:00,NULL,,Washington,DC,20008,38.9104,-77.0458,NULL,,Arlington,VA,22202,38.8547,-77.044,7,11
1,Hitch,2017-01-01 05:10:05.0000000 +00:00,2017-01-01 11:24:02.2966667 +00:00,D133__70530__2017-01-01T11:24:02.297_26369956,26369956,9.01,0,0.25,0,0,9.01,1,2017-01-01 05:10:05.0000000 +00:00,2017-01-01 05:16:08.0000000 +00:00,NULL,1926 16th Street Northwest,Washington,DC,20009,38.9166,-77.0369,NULL,1800 4th Street Northwest,Washington,DC,20059,38.9144,-77.0171,1,6
1,Hitch,2017-01-01 04:49:53.0000000 +00:00,2017-01-01 11:24:03.4333333 +00:00,C989__54072__2017-01-01T11:24:03.433_26369957,26369957,24.02,0,0.25,0,0,24.02,1,2017-01-01 04:49:53.0000000 +00:00,2017-01-01 05:15:03.0000000 +00:00,NULL,2618 Connecticut Avenue Northwest,Washington,DC,20015,38.9244,-77.0521,NULL,North Washington Boulevard,Arlington,VA,22213,38.8842,-77.1391,8,25
1,Hitch,2017-01-01 04:44:03.0000000 +00:00,2017-01-01 11:24:04.9333333 +00:00,G926__79586__2017-01-01T11:24:04.933_26369958,26369958,52.51,0,0.25,0,0,52.51,1,2017-01-01 04:44:03.0000000 +00:00,2017-01-01 05:11:44.0000000 +00:00,NULL,26th Street South,Arlington,VA,22206,38.8465,-77.0763,NULL,Brentwood Drive,Fort Washington,MD,20744,38.7666,-77.0011,20,28
1,Hitch,2017-01-01 04:51:36.0000000 +00:00,2017-01-01 11:24:06.4033333 +00:00,E968__54775__2017-01-01T11:24:06.403_26369959,26369959,12.98,0,0.25,0,0,12.98,1,2017-01-01 04:51:36.0000000 +00:00,2017-01-01 05:11:15.0000000 +00:00,NULL,Library Lane,Alexandria,VA,22034,38.8277,-77.109,NULL,Edsall Road,Springfield,VA,22151,38.8085,-77.1412,4,20
1,Hitch,2017-01-01 04:59:56.0000000 +00:00,2017-01-01 11:24:07.6966667 +00:00,G310__78132__2017-01-01T11:24:07.697_26369960,26369960,17.28,0,0.25,0,0,17.28,1,2017-01-01 04:59:56.0000000 +00:00,2017-01-01 05:09:29.0000000 +00:00,NULL,,Washington,DC,20001,38.9179,-77.0228,NULL,Harvard Street Northwest,Washington,DC,20009,38.9269,-77.0412,2,10
1,Hitch,2017-01-01 04:52:15.0000000 +00:00,2017-01-01 11:24:08.8366667 +00:00,G129__63819__2017-01-01T11:24:08.837_26369961,26369961,23.95,0,0.25,0,0,23.95,1,2017-01-01 04:52:15.0000000 +00:00,2017-01-01 05:07:20.0000000 +00:00,NULL,1831 M Street Northwest,Washington,DC,20007,38.9059,-77.0431,NULL,Kenwood Avenue,Alexandria,VA,22302,38.8297,-77.0843,7,15
1,Hitch,2017-01-01 04:57:38.0000000 +00:00,2017-01-01 11:24:10.2966667 +00:00,C631__63734__2017-01-01T11:24:10.297_26369962,26369962,11.9,0,0.25,0,0,11.9,1,2017-01-01 04:57:38.0000000 +00:00,2017-01-01 05:06:09.0000000 +00:00,NULL,,Washington,DC,20007,38.9052,-77.0666,NULL,,Washington,DC,20005,38.903,-77.032,2,9
1,Hitch,2017-01-01 04:29:27.0000000 +00:00,2017-01-01 11:24:11.2333333 +00:00,G989__74158__2017-01-01T11:24:11.233_26369963,26369963,70.09,0,0.25,0,0,70.09,1,2017-01-01 04:29:27.0000000 +00:00,2017-01-01 04:58:55.0000000 +00:00,NULL,1177-1199 22nd Street Northwest,Washington,DC,20037,38.9048,-77.0485,NULL,Misty Glen Lane,Chantilly,VA,22203,38.8594,-77.401,24,29
1,Hitch,2017-01-01 04:45:32.0000000 +00:00,2017-01-01 11:24:12.3733333 +00:00,E489__73014__2017-01-01T11:24:12.373_26369964,26369964,14.84,0,0.25,0,0,14.84,1,2017-01-01 04:45:32.0000000 +00:00,2017-01-01 04:58:33.0000000 +00:00,NULL,Conductor Way,Calverton,MD,20704,39.0716,-76.9463,NULL,,Beltsville,MD,20705,39.0473,-76.9261,3,13
1,Hitch,2017-01-01 04:43:33.0000000 +00:00,2017-01-01 11:24:12.9633333 +00:00,M074__79997__2017-01-01T11:24:12.963_26369965,26369965,18,0,0.25,0,0,18,1,2017-01-01 04:43:33.0000000 +00:00,2017-01-01 04:54:42.0000000 +00:00,NULL,2121-2185 Pennsylvania Avenue Northwest,Washington,DC,20037,38.897,-77.0062,NULL,2400 South Smith Boulevard,Arlington,VA,22202,38.8521,-77.0428,6,11
1,Hitch,2017-01-01 04:33:28.0000000 +00:00,2017-01-01 11:24:14.7900000 +00:00,G773__82743__2017-01-01T11:24:14.790_26369966,26369966,24.19,0,0.25,0,0,24.19,1,2017-01-01 04:33:28.0000000 +00:00,2017-01-01 04:52:48.0000000 +00:00,NULL,Connecticut Avenue Northwest,Washington,DC,20036,38.9064,-77.0414,NULL,2345-2423 North Pershing Drive,Arlington,VA,22201,38.8807,-77.0863,4,19
1,Hitch,2017-01-01 04:46:30.0000000 +00:00,2017-01-01 11:24:16.1433333 +00:00,G076__60597__2017-01-01T11:24:16.143_26369967,26369967,9.01,0,0.25,0,0,9.01,1,2017-01-01 04:46:30.0000000 +00:00,2017-01-01 04:52:59.0000000 +00:00,NULL,building: Champlain Apartment Building K Street Northwest,Washington,DC,0,38.9023,-77.0329,NULL,,Washington,DC,20001,38.9037,-77.0172,1,6
1,Hitch,2017-01-01 04:44:52.0000000 +00:00,2017-01-01 11:24:17.1533333 +00:00,G068__79989__2017-01-01T11:24:17.153_26369968,26369968,8.47,0,0.25,0,0,8.47,1,2017-01-01 04:44:52.0000000 +00:00,2017-01-01 04:51:15.0000000 +00:00,NULL,Connecticut Avenue Northwest,Washington,DC,20036,38.9166,-77.0464,NULL,1250 New Hampshire Avenue Northwest,Washington,DC,20036,38.906,-77.0469,1,6
1,Hitch,2017-01-01 04:31:18.0000000 +00:00,2017-01-01 11:24:18.4400000 +00:00,K303__56886__2017-01-01T11:24:18.440_26369969,26369969,19.1,0,0.25,0,0,19.1,1,2017-01-01 04:31:18.0000000 +00:00,2017-01-01 04:49:59.0000000 +00:00,NULL,12th Street Northwest,Washington,DC,20009,38.8993,-77.0284,NULL,,Washington,DC,20007,38.9208,-77.0773,5,19
1,Hitch,2017-01-01 04:16:06.0000000 +00:00,2017-01-01 11:24:19.8233333 +00:00,J116__75127__2017-01-01T11:24:19.823_26369970,26369970,28.43,0,0.25,0,0,28.43,1,2017-01-01 04:16:06.0000000 +00:00,2017-01-01 04:48:30.0000000 +00:00,NULL,place_of_worship: Metropolitan Wesley African Meth North Capitol St,Washington,DC,20059,38.9165,-77.0096,NULL,Wisconsin Avenue,Bethesda,MD,20894,38.9933,-77.0961,10,32
1,Hitch,2017-01-01 04:04:55.0000000 +00:00,2017-01-01 11:24:20.9933333 +00:00,C393__91201__2017-01-01T11:24:20.993_26369971,26369971,46.7,0,0.25,0,0,46.7,1,2017-01-01 04:04:55.0000000 +00:00,2017-01-01 04:49:10.0000000 +00:00,NULL,1150 Connecticut Avenue Northwest,Washington,DC,0,38.9056,-77.0412,NULL,,Rose Hill,VA,22310,38.7862,-77.1299,18,44
1,Hitch,2017-01-01 04:42:23.0000000 +00:00,2017-01-01 11:24:22.3666667 +00:00,K657__64219__2017-01-01T11:24:22.367_26369972,26369972,10.55,0,0.25,0,0,10.55,1,2017-01-01 04:42:23.0000000 +00:00,2017-01-01 04:49:03.0000000 +00:00,NULL,1100 New York Avenue Northwest,Washington,DC,20005,38.9006,-77.027,NULL,16th Street Northwest,Washington,DC,20009,38.9108,-77.0367,1,7
