Type,PROVIDER NAME,StartDateTime,DateCreated,ID,ExternalID,FareAmount,GratuityAmount,SurchargeAmount,ExtraFareAmount,TollAmount,TotalAmount,PaymentType,StartDateTime,EndDateTime,OriginStreetNumber,OriginStreetName,OriginCity,OriginState,OriginZip,OriginLatitude,OriginLongitude,DestinationStreetNumber,DestinationStreetName,DestinationCity,DestinationState,DestinationZip,DestinationLatitude,DestinationLongitude,Milage,Duration
1,Hitch,2017-01-01 03:05:39.0000000 +00:00,2017-01-01 07:24:12.8966667 +00:00,C915__73190__2017-01-01T07:24:12.897_26367689,26367689,5.95,0,0.25,1,0,7.2,2,2017-01-01 03:05:39.0000000 +00:00,2017-01-01 03:10:15.0000000 +00:00,NULL,16th Street Northwest,Washington,DC,20009,38.9082,-77.0364,NULL,1519 New Hampshire Avenue Northwest,Washington,DC,20009,38.9105,-77.0426,1,5
1,Hitch,2017-01-01 03:05:39.0000000 +00:00,2017-01-01 07:24:14.1866667 +00:00,G377__65500__2017-01-01T07:24:14.187_26367690,26367690,4.33,0,0.25,0,0,4.58,2,2017-01-01 03:05:39.0000000 +00:00,2017-01-01 03:08:05.0000000 +00:00,NULL,19th Street Northwest,Washington,DC,20036,38.9086,-77.0434,NULL,21st Street Northwest,Washington,DC,20006,38.9052,-77.0475,0,2
1,Hitch,2017-01-01 03:05:37.0000000 +00:00,2017-01-01 07:24:15.5933333 +00:00,F350__74999__2017-01-01T07:24:15.593_26367691,26367691,4.87,0,0.25,1,0,6.12,2,2017-01-01 03:05:37.0000000 +00:00,2017-01-01 03:08:29.0000000 +00:00,NULL,3103 Mount Pleasant Street Northwest,Washington,DC,20010,38.9287,-77.0373,NULL,3636 16th Street Northwest,Washington,DC,20009,38.9365,-77.0367,1,3
1,Hitch,2017-01-01 03:04:46.0000000 +00:00,2017-01-01 07:24:16.6766667 +00:00,F405__70300__2017-01-01T07:24:16.677_26367692,26367692,8.92,0,0.25,1,0,10.17,2,2017-01-01 03:04:46.0000000 +00:00,2017-01-01 03:13:33.0000000 +00:00,NULL,,Washington,DC,20005,38.8974,-77.0244,NULL,,Washington,DC,20037,38.8964,-77.0448,2,9
1,Hitch,2017-01-01 03:04:43.0000000 +00:00,2017-01-01 07:24:17.9933333 +00:00,M074__79997__2017-01-01T07:24:17.993_26367693,26367693,5.14,0,0.25,0.75,0,6.14,2,2017-01-01 03:04:43.0000000 +00:00,2017-01-01 03:08:03.0000000 +00:00,NULL,Columbia Road Northwest,Washington,DC,20009,38.9232,-77.0418,NULL,3149 Mount Pleasant Street Northwest,Washington,DC,20010,38.9302,-77.0379,1,3
1,Hitch,2017-01-01 03:04:34.0000000 +00:00,2017-01-01 07:24:19.4133333 +00:00,F585__77367__2017-01-01T07:24:19.413_26367694,26367694,23.23,0,0.25,2,0,25.48,2,2017-01-01 03:04:34.0000000 +00:00,2017-01-01 03:36:01.0000000 +00:00,NULL,1929 13th Street Northwest,Washington,DC,20012,38.9165,-77.0296,NULL,,Arlington,VA,22202,38.8553,-77.0526,6,31
1,Hitch,2017-01-01 03:03:22.0000000 +00:00,2017-01-01 07:24:20.4733333 +00:00,D703__76966__2017-01-01T07:24:20.473_26367695,26367695,7.84,0,0.25,1,0,9.09,2,2017-01-01 03:03:22.0000000 +00:00,2017-01-01 03:12:35.0000000 +00:00,NULL,,Washington,DC,20001,38.9154,-77.0239,NULL,Saint Matthew's Court Northwest,Washington,DC,20036,38.906,-77.0401,1,9
1,Hitch,2017-01-01 03:03:16.0000000 +00:00,2017-01-01 07:24:21.8366667 +00:00,J007__63984__2017-01-01T07:24:21.837_26367696,26367696,19.45,0,0.25,0,0,19.7,2,2017-01-01 03:03:16.0000000 +00:00,2017-01-01 03:14:32.0000000 +00:00,NULL,,Washington,DC,20005,38.9,-77.0233,NULL,Ford Avenue,Alexandria,VA,22302,38.8357,-77.1023,7,11
1,Hitch,2017-01-01 03:02:58.0000000 +00:00,2017-01-01 07:24:23.1966667 +00:00,G478__72453__2017-01-01T07:24:23.197_26367697,26367697,4.33,0,0.25,0,0,4.58,2,2017-01-01 03:02:58.0000000 +00:00,2017-01-01 03:04:56.0000000 +00:00,NULL,2200 18th Street Northwest,Washington,DC,20009,38.9188,-77.0418,NULL,2135 Wyoming Avenue Northwest,Washington,DC,20008,38.9174,-77.0485,0,2
1,Hitch,2017-01-01 03:02:38.0000000 +00:00,2017-01-01 07:24:24.4700000 +00:00,C989__54072__2017-01-01T07:24:24.470_26367698,26367698,13.24,0,0.25,1,0,14.49,2,2017-01-01 03:02:38.0000000 +00:00,2017-01-01 03:15:54.0000000 +00:00,NULL,,Washington,DC,20037,38.903,-77.0549,NULL,Rhode Island Avenue Northwest,Washington,DC,20036,38.9069,-77.0376,2,13
1,Hitch,2017-01-01 03:02:38.0000000 +00:00,2017-01-01 07:24:25.5566667 +00:00,G141__74050__2017-01-01T07:24:25.557_26367699,26367699,5.95,0,0.25,1,0,7.2,2,2017-01-01 03:02:38.0000000 +00:00,2017-01-01 03:07:08.0000000 +00:00,NULL,,Washington,DC,20003,38.8768,-76.9949,NULL,,Washington,DC,20024,38.8754,-77.0114,1,4
1,Hitch,2017-01-01 03:02:23.0000000 +00:00,2017-01-01 07:24:26.8433333 +00:00,D553__73439__2017-01-01T07:24:26.843_26367700,26367700,6.76,0,0.25,0,0,7.01,2,2017-01-01 03:02:23.0000000 +00:00,2017-01-01 03:08:05.0000000 +00:00,NULL,,Washington,DC,20007,38.9051,-77.0668,NULL,,Washington,DC,20007,38.919,-77.0705,1,6
1,Hitch,2017-01-01 03:01:51.0000000 +00:00,2017-01-01 07:24:28.2233333 +00:00,C254__91158__2017-01-01T07:24:28.223_26367701,26367701,8.65,0,0.25,0,0,8.9,2,2017-01-01 03:01:51.0000000 +00:00,2017-01-01 03:09:16.0000000 +00:00,NULL,Georgia Avenue,Silver Spring,MD,20910,38.988,-77.0268,NULL,Rittenhouse Street Northwest,Washington,DC,20011,38.965,-77.0216,2,7
1,Hitch,2017-01-01 03:01:37.0000000 +00:00,2017-01-01 07:24:29.1200000 +00:00,G320__82507__2017-01-01T07:24:29.120_26367702,26367702,25.39,0,0.25,1.25,0,26.89,2,2017-01-01 03:01:37.0000000 +00:00,2017-01-01 03:24:30.0000000 +00:00,NULL,1330 Connecticut Avenue Northwest,Washington,DC,0,38.9081,-77.0428,NULL,South George Mason Drive,Bailey s Crossroads,VA,22302,38.845,-77.1148,9,23
1,Hitch,2017-01-01 03:01:02.0000000 +00:00,2017-01-01 07:24:30.5466667 +00:00,K347__72787__2017-01-01T07:24:30.547_26367703,26367703,12.16,0,0.25,0,0,12.41,2,2017-01-01 03:01:02.0000000 +00:00,2017-01-01 03:11:41.0000000 +00:00,NULL,1212 18th Street Northwest,Washington,DC,20009,38.9062,-77.0417,NULL,4601 Connecticut Avenue Northwest,Washington,DC,20015,38.9496,-77.0666,3,11
1,Hitch,2017-01-01 03:00:54.0000000 +00:00,2017-01-01 07:24:31.8833333 +00:00,J928__81347__2017-01-01T07:24:31.883_26367704,26367704,8.92,0,0.25,1,0,10.17,2,2017-01-01 03:00:54.0000000 +00:00,2017-01-01 03:13:20.0000000 +00:00,NULL,U Street Northwest,Washington,DC,20009,38.9171,-77.0246,NULL,Connecticut Avenue Northwest,Washington,DC,20036,38.9164,-77.0462,1,12
1,Hitch,2017-01-01 03:00:42.0000000 +00:00,2017-01-01 07:24:33.3000000 +00:00,F501__74039__2017-01-01T07:24:33.300_26367705,26367705,8.92,0,0.25,1,0,10.17,2,2017-01-01 03:00:42.0000000 +00:00,2017-01-01 03:08:37.0000000 +00:00,NULL,1720 I Street Northwest,Washington,DC,20006,38.9014,-77.0405,NULL,North Fort Myer Drive,Arlington,VA,22209,38.8901,-77.0748,2,8
1,Hitch,2017-01-01 02:59:46.0000000 +00:00,2017-01-01 07:24:34.4633333 +00:00,D472__63656__2017-01-01T07:24:34.463_26367706,26367706,11.62,0,0.25,0,0,11.87,2,2017-01-01 02:59:46.0000000 +00:00,2017-01-01 03:11:05.0000000 +00:00,NULL,1700 17th Street Northwest,Washington,DC,20009,38.9127,-77.0385,NULL,4500 Connecticut Avenue Northwest,Washington,DC,20015,38.9482,-77.0658,4,11
1,Hitch,2017-01-01 02:59:43.0000000 +00:00,2017-01-01 07:24:35.8666667 +00:00,F797__81075__2017-01-01T07:24:35.867_26367707,26367707,3.79,0,0.25,0,0,4.04,2,2017-01-01 02:59:43.0000000 +00:00,2017-01-01 03:00:33.0000000 +00:00,NULL,place_of_worship: Fisherman of Men Church Princeton Place Northwest,Washington,DC,2011,38.9355,-77.024,NULL,3900 Georgia Avenue Northwest,Washington,DC,20012,38.9387,-77.0249,0,1
1,Hitch,2017-01-01 02:59:34.0000000 +00:00,2017-01-01 07:24:37.3100000 +00:00,C794__72669__2017-01-01T07:24:37.310_26367708,26367708,4.87,0,0.25,0,0,5.12,2,2017-01-01 02:59:34.0000000 +00:00,2017-01-01 03:03:31.0000000 +00:00,NULL,Columbia Road Northwest,Washington,DC,20009,38.9195,-77.0445,NULL,1800 Columbia Road Northwest,Washington,DC,20009,38.9224,-77.0429,0,4
1,Hitch,2017-01-01 02:59:27.0000000 +00:00,2017-01-01 07:24:38.4033333 +00:00,C227__91235__2017-01-01T07:24:38.403_26367709,26367709,10.54,0,0.25,0,0,10.79,2,2017-01-01 02:59:27.0000000 +00:00,2017-01-01 03:11:28.0000000 +00:00,NULL,,Washington,DC,20001,38.9007,-77.02,NULL,Sherman Avenue Northwest,Washington,DC,20010,38.9302,-77.0265,3,12
1,Hitch,2017-01-01 02:59:09.0000000 +00:00,2017-01-01 07:24:39.7566667 +00:00,K645__79647__2017-01-01T07:24:39.757_26367710,26367710,6.49,0,0.25,1,0,7.74,2,2017-01-01 02:59:09.0000000 +00:00,2017-01-01 03:07:09.0000000 +00:00,NULL,,Washington,DC,20001,38.9162,-77.0216,NULL,U Street Northwest,Washington,DC,20009,38.917,-77.0313,1,8
1,Hitch,2017-01-01 02:58:54.0000000 +00:00,2017-01-01 07:24:41.1700000 +00:00,G149__64075__2017-01-01T07:24:41.170_26367711,26367711,14.86,0,0.25,4,0,19.11,2,2017-01-01 02:58:54.0000000 +00:00,2017-01-01 03:13:51.0000000 +00:00,NULL,18th Street Northwest,Washington,DC,20036,38.9058,-77.0416,NULL,North Kent Street,Arlington,VA,22209,38.8945,-77.0687,5,15
1,Hitch,2017-01-01 02:58:39.0000000 +00:00,2017-01-01 07:24:42.5366667 +00:00,G109__80907__2017-01-01T07:24:42.537_26367712,26367712,8.65,0,0.25,0,0,8.9,2,2017-01-01 02:58:39.0000000 +00:00,2017-01-01 03:06:07.0000000 +00:00,NULL,H Street Northwest,Washington,DC,20006,38.8999,-77.0268,NULL,2901 Sherman Avenue Northwest,Washington,DC,20010,38.9262,-77.0258,2,7
1,Hitch,2017-01-01 02:58:31.0000000 +00:00,2017-01-01 07:24:43.6433333 +00:00,G989__74158__2017-01-01T07:24:43.643_26367713,26367713,4.33,0,0.25,0.25,0,4.83,2,2017-01-01 02:58:31.0000000 +00:00,2017-01-01 03:00:36.0000000 +00:00,NULL,,Washington,DC,20037,38.9036,-77.0384,NULL,K Street Northwest,Washington,DC,20037,38.9022,-77.0368,0,2
1,Hitch,2017-01-01 02:58:19.0000000 +00:00,2017-01-01 07:24:44.9633333 +00:00,G387__79895__2017-01-01T07:24:44.963_26367714,26367714,10.27,0,0.25,0,0,10.52,2,2017-01-01 02:58:19.0000000 +00:00,2017-01-01 03:10:11.0000000 +00:00,NULL,3900 Georgia Avenue Northwest,Washington,DC,20012,38.9388,-77.0248,NULL,,Washington,DC,20008,38.9127,-77.0368,2,12
1,Hitch,2017-01-01 02:57:37.0000000 +00:00,2017-01-01 07:24:46.2633333 +00:00,r 27__81269__2017-01-01T07:24:46.263_26367715,26367715,9.19,0,0.25,0.75,0,10.19,2,2017-01-01 02:57:37.0000000 +00:00,2017-01-01 03:10:16.0000000 +00:00,NULL,14th Street Northwest,Washington,DC,20010,38.9182,-77.0319,NULL,Newton Street Northwest,Washington,DC,20010,38.9334,-77.0363,1,13
1,Hitch,2017-01-01 02:57:08.0000000 +00:00,2017-01-01 07:24:47.3900000 +00:00,D667__77172__2017-01-01T07:24:47.390_26367716,26367716,12.97,0,0.25,0,0,13.22,2,2017-01-01 02:57:08.0000000 +00:00,2017-01-01 03:14:44.0000000 +00:00,NULL,Connecticut Avenue Northwest,Washington,DC,20036,38.9078,-77.0423,NULL,North Fort Myer Drive,Arlington,VA,22209,38.8945,-77.0721,3,18
1,Hitch,2017-01-01 02:56:57.0000000 +00:00,2017-01-01 07:24:48.7133333 +00:00,C511__80578__2017-01-01T07:24:48.713_26367717,26367717,8.11,0,0.25,0,0,8.36,2,2017-01-01 02:56:57.0000000 +00:00,2017-01-01 03:04:23.0000000 +00:00,NULL,3rd Street Northeast,Washington,DC,20002,38.9525,-77.0028,NULL,Fairview Avenue,Chillum,MD,20912,38.973,-76.9932,2,7
1,Hitch,2017-01-01 02:56:30.0000000 +00:00,2017-01-01 07:24:50.1300000 +00:00,F426__91190__2017-01-01T07:24:50.130_26367718,26367718,13.78,0,0.25,0.75,0,14.78,2,2017-01-01 02:56:30.0000000 +00:00,2017-01-01 03:10:31.0000000 +00:00,NULL,,Washington,DC,20018,38.9233,-76.9901,NULL,6th Street Northeast,Washington,DC,20017,38.9626,-76.9991,4,14
1,Hitch,2017-01-01 02:56:22.0000000 +00:00,2017-01-01 07:24:51.3933333 +00:00,C915__73190__2017-01-01T07:24:51.393_26367719,26367719,7.84,0,0.25,1,0,9.09,2,2017-01-01 02:56:22.0000000 +00:00,2017-01-01 03:03:53.0000000 +00:00,NULL,1300 Connecticut Avenue Northwest,Washington,DC,0,38.9078,-77.0425,NULL,16th Street Northwest,Washington,DC,20009,38.9082,-77.0364,1,8
1,Hitch,2017-01-01 02:56:19.0000000 +00:00,2017-01-01 07:24:52.4966667 +00:00,F149__79206__2017-01-01T07:24:52.497_26367720,26367720,4.33,0,0.25,1,0,5.58,2,2017-01-01 02:56:19.0000000 +00:00,2017-01-01 02:58:55.0000000 +00:00,NULL,3227 11th Street Northwest,Washington,DC,20010,38.9304,-77.0279,NULL,14th Street Northwest,Washington,DC,20010,38.9282,-77.0326,1,3
1,Hitch,2017-01-01 02:56:15.0000000 +00:00,2017-01-01 07:24:53.8866667 +00:00,C257__79464__2017-01-01T07:24:53.887_26367721,26367721,8.38,0,0.25,1,0,9.63,2,2017-01-01 02:56:15.0000000 +00:00,2017-01-01 03:07:44.0000000 +00:00,NULL,,Washington,DC,20001,38.8955,-77.0113,NULL,,Washington,DC,20001,38.8973,-77.0106,1,11
1,Hitch,2017-01-01 02:56:13.0000000 +00:00,2017-01-01 07:24:55.2833333 +00:00,A562__54839__2017-01-01T07:24:55.283_26367722,26367722,11.08,0,0.25,1,0,12.33,2,2017-01-01 02:56:13.0000000 +00:00,2017-01-01 03:05:58.0000000 +00:00,NULL,1900 K Street Northwest,Washington,DC,0,38.9025,-77.0441,NULL,2660 Woodley Road Northwest,Washington,DC,20008,38.9249,-77.0548,3,10
1,Hitch,2017-01-01 02:56:07.0000000 +00:00,2017-01-01 07:24:56.4033333 +00:00,J804__73495__2017-01-01T07:24:56.403_26367723,26367723,31.06,0,0.25,0,0,31.31,2,2017-01-01 02:56:07.0000000 +00:00,2017-01-01 03:15:00.0000000 +00:00,NULL,Columbia Pike,Arlington,VA,22204,38.8606,-77.094,NULL,,West Springfield,VA,22152,38.7655,-77.2121,13,19
1,Hitch,2017-01-01 02:55:55.0000000 +00:00,2017-01-01 07:24:57.7400000 +00:00,J058__82803__2017-01-01T07:24:57.740_26367724,26367724,8.65,0,0.25,1,0,9.9,2,2017-01-01 02:55:55.0000000 +00:00,2017-01-01 03:06:26.0000000 +00:00,NULL,K Street Northwest,Washington,DC,20037,38.9023,-77.0366,NULL,1201 24th Street Northwest,Washington,DC,20037,38.9059,-77.0513,2,11
1,Hitch,2017-01-01 02:55:41.0000000 +00:00,2017-01-01 07:24:59.0900000 +00:00,F385__74949__2017-01-01T07:24:59.090_26367725,26367725,18.1,0,0.25,0,0,18.35,2,2017-01-01 02:55:41.0000000 +00:00,2017-01-01 03:15:56.0000000 +00:00,NULL,H Street Northwest,NULL,DC,20001,38.8998,-77.0216,NULL,Texas Avenue Southeast,NULL,DC,20019,38.8894,-76.9384,5,20
1,Hitch,2017-01-01 02:54:38.0000000 +00:00,2017-01-01 07:25:00.4033333 +00:00,C260__82772__2017-01-01T07:25:00.403_26367726,26367726,11.35,0,0.25,0,0,11.6,2,2017-01-01 02:54:38.0000000 +00:00,2017-01-01 03:06:54.0000000 +00:00,NULL,1835 18th Street Northwest,Washington,DC,20009,38.9155,-77.0416,NULL,816 3rd Street Northwest,NULL,DC,20001,38.9009,-77.0152,2,12
1,Hitch,2017-01-01 02:54:14.0000000 +00:00,2017-01-01 07:25:01.2600000 +00:00,D436__79102__2017-01-01T07:25:01.260_26367727,26367727,11.35,0,0.25,0,0,11.6,2,2017-01-01 02:54:14.0000000 +00:00,2017-01-01 03:10:44.0000000 +00:00,NULL,,Arlington,VA,22202,38.847,-77.0511,NULL,,Arlington,VA,22202,38.8479,-77.0513,2,16
1,Hitch,2017-01-01 02:53:52.0000000 +00:00,2017-01-01 07:25:02.5833333 +00:00,F334__81253__2017-01-01T07:25:02.583_26367728,26367728,4.87,0,0.25,0,0,5.12,2,2017-01-01 02:53:52.0000000 +00:00,2017-01-01 02:56:39.0000000 +00:00,NULL,,Washington,DC,20007,38.9052,-77.059,NULL,,Washington,DC,20007,38.9097,-77.0494,1,3
1,Hitch,2017-01-01 02:53:38.0000000 +00:00,2017-01-01 07:25:03.9400000 +00:00,F352__72651__2017-01-01T07:25:03.940_26367729,26367729,8.11,0,0.25,0,0,8.36,2,2017-01-01 02:53:38.0000000 +00:00,2017-01-01 03:01:10.0000000 +00:00,NULL,4th Street Southwest,Washington,DC,20024,38.8767,-77.0176,NULL,,Washington,DC,20001,38.8987,-77.0221,2,8
1,Hitch,2017-01-01 02:53:34.0000000 +00:00,2017-01-01 07:25:05.2566667 +00:00,J934__79746__2017-01-01T07:25:05.257_26367730,26367730,8.38,0,0.25,1,0,9.63,2,2017-01-01 02:53:34.0000000 +00:00,2017-01-01 03:03:48.0000000 +00:00,NULL,,Washington,DC,20001,38.8993,-77.027,NULL,Jefferson Place Northwest,Washington,DC,20036,38.9064,-77.0416,1,10
1,Hitch,2017-01-01 02:53:10.0000000 +00:00,2017-01-01 07:25:06.3700000 +00:00,C262__77037__2017-01-01T07:25:06.370_26367731,26367731,21.34,0,0.25,4,0,25.59,2,2017-01-01 02:53:10.0000000 +00:00,2017-01-01 03:09:04.0000000 +00:00,NULL,,Arlington,VA,22202,38.8534,-77.044,NULL,,Washington,DC,20016,38.9296,-77.1008,8,16
1,Hitch,2017-01-01 02:53:08.0000000 +00:00,2017-01-01 07:25:07.9566667 +00:00,D282__59682__2017-01-01T07:25:07.957_26367732,26367732,11.62,0,0.25,0,0,11.87,2,2017-01-01 02:53:08.0000000 +00:00,2017-01-01 03:05:47.0000000 +00:00,NULL,Langston Place Southeast,Washington,DC,20020,38.8552,-76.9735,NULL,4023 3rd Street Southeast,Washington,DC,20032,38.83,-77.002,3,13
1,Hitch,2017-01-01 02:53:07.0000000 +00:00,2017-01-01 07:25:09.2200000 +00:00,C316__82662__2017-01-01T07:25:09.220_26367733,26367733,10,0,0.25,0,0,10.25,2,2017-01-01 02:53:07.0000000 +00:00,2017-01-01 03:03:22.0000000 +00:00,NULL,18th Street Northwest,Washington,DC,20036,38.9058,-77.0414,NULL,,Washington,DC,20016,38.9081,-77.0841,2,10
1,Hitch,2017-01-01 02:52:48.0000000 +00:00,2017-01-01 07:25:10.8600000 +00:00,J166__62792__2017-01-01T07:25:10.860_26367734,26367734,37.27,0,0.25,1,0,38.52,2,2017-01-01 02:52:48.0000000 +00:00,2017-01-01 03:29:43.0000000 +00:00,NULL,3200 Georgia Avenue Northwest,Washington,DC,20012,38.9301,-77.0237,NULL,Pecan Drive,Aspen Hill,MD,20853,39.0935,-77.0983,14,37
1,Hitch,2017-01-01 02:51:59.0000000 +00:00,2017-01-01 07:25:12.2700000 +00:00,C622__64218__2017-01-01T07:25:12.270_26367735,26367735,15.94,0,0.25,1,0,17.19,2,2017-01-01 02:51:59.0000000 +00:00,2017-01-01 03:13:03.0000000 +00:00,NULL,,Washington,DC,20007,38.9053,-77.0585,NULL,4219 Fairfax Drive,Arlington,VA,22226,38.8823,-77.1115,4,21
1,Hitch,2017-01-01 02:51:44.0000000 +00:00,2017-01-01 07:25:13.6466667 +00:00,G137__77056__2017-01-01T07:25:13.647_26367736,26367736,15.13,0,0.25,1,0,16.38,2,2017-01-01 02:51:44.0000000 +00:00,2017-01-01 03:10:47.0000000 +00:00,NULL,2481 18th Street Northwest,Washington,DC,20009,38.9228,-77.0425,NULL,550 C Street Southwest,Washington,DC,20024,38.886,-77.0195,4,19
1,Hitch,2017-01-01 02:51:43.0000000 +00:00,2017-01-01 07:25:14.8133333 +00:00,k597__81268__2017-01-01T07:25:14.813_26367737,26367737,8.92,0,0.25,1,0,10.17,2,2017-01-01 02:51:43.0000000 +00:00,2017-01-01 03:01:39.0000000 +00:00,NULL,4201 Georgia Avenue Northwest,Washington,DC,20011,38.942,-77.0256,NULL,14th Street Northwest,Washington,DC,20010,38.9191,-77.032,2,10
1,Hitch,2017-01-01 02:51:05.0000000 +00:00,2017-01-01 07:25:16.1200000 +00:00,D537__82242__2017-01-01T07:25:16.120_26367738,26367738,5.68,0,0.25,1,0,6.93,2,2017-01-01 02:51:05.0000000 +00:00,2017-01-01 02:56:38.0000000 +00:00,NULL,11th Street Northwest,Washington,DC,20010,38.917,-77.0268,NULL,14th Street Northwest,Washington,DC,20010,38.9216,-77.0326,1,6
1,Hitch,2017-01-01 02:50:56.0000000 +00:00,2017-01-01 07:25:17.4066667 +00:00,K369__65946__2017-01-01T07:25:17.407_26367739,26367739,15.13,0,0.25,0,0,15.38,2,2017-01-01 02:50:56.0000000 +00:00,2017-01-01 03:03:26.0000000 +00:00,NULL,Connecticut Avenue Northwest,Washington,DC,20036,38.9063,-77.0414,NULL,fuel: Hess North Wilson Boulevard,Arlington,VA,22205,38.8842,-77.099,5,12
1,Hitch,2017-01-01 02:50:40.0000000 +00:00,2017-01-01 07:25:18.7800000 +00:00,G158__66124__2017-01-01T07:25:18.780_26367740,26367740,14.32,0,0.25,0,0,14.57,2,2017-01-01 02:50:40.0000000 +00:00,2017-01-01 03:03:37.0000000 +00:00,NULL,I Street Northwest,Washington,DC,20006,38.9015,-77.0401,NULL,,Arlington,VA,22201,38.8869,-77.0958,4,13
1,Hitch,2017-01-01 02:50:13.0000000 +00:00,2017-01-01 07:25:19.7400000 +00:00,K186__77794__2017-01-01T07:25:19.740_26367741,26367741,7.84,0,0.25,1,0,9.09,2,2017-01-01 02:50:13.0000000 +00:00,2017-01-01 02:56:44.0000000 +00:00,NULL,3515 14th Street Northwest,Washington,DC,20010,38.9353,-77.0327,NULL,1336 Missouri Avenue Northwest,Washington,DC,20011,38.9616,-77.0324,2,7
1,Hitch,2017-01-01 02:50:07.0000000 +00:00,2017-01-01 07:25:21.1166667 +00:00,J971__76002__2017-01-01T07:25:21.117_26367742,26367742,18.1,0,0.25,1,0,19.35,2,2017-01-01 02:50:07.0000000 +00:00,2017-01-01 03:15:52.0000000 +00:00,NULL,1025 Connecticut Avenue Northwest,Washington,DC,20036,38.9034,-77.0396,NULL,1443 Sheridan Street Northwest,Washington,DC,20011,38.9662,-77.0353,5,26
1,Hitch,2017-01-01 02:50:06.0000000 +00:00,2017-01-01 07:25:22.5300000 +00:00,J017__65988__2017-01-01T07:25:22.530_26367743,26367743,12.16,0,0.25,1,0,13.41,2,2017-01-01 02:50:06.0000000 +00:00,2017-01-01 03:01:16.0000000 +00:00,NULL,Connecticut Avenue Northwest,Washington,DC,20036,38.9091,-77.043,NULL,,Washington,DC,20016,38.9431,-77.0727,4,11
1,Hitch,2017-01-01 02:50:06.0000000 +00:00,2017-01-01 07:25:23.7466667 +00:00,C227__91235__2017-01-01T07:25:23.747_26367744,26367744,6.49,0,0.25,0,0,6.74,2,2017-01-01 02:50:06.0000000 +00:00,2017-01-01 02:56:34.0000000 +00:00,NULL,,Washington,DC,20001,38.9035,-77.022,NULL,,Washington,DC,20001,38.9003,-77.0241,1,6
1,Hitch,2017-01-01 02:49:44.0000000 +00:00,2017-01-01 07:25:24.8900000 +00:00,G168__66054__2017-01-01T07:25:24.890_26367745,26367745,14.32,0,0.25,1,0,15.57,2,2017-01-01 02:49:44.0000000 +00:00,2017-01-01 03:05:38.0000000 +00:00,NULL,,Washington,DC,20001,38.8987,-77.0219,NULL,Hamilton Street Northwest,Washington,DC,20011,38.9528,-77.0154,4,16
1,Hitch,2017-01-01 02:49:40.0000000 +00:00,2017-01-01 07:25:26.2500000 +00:00,G149__64075__2017-01-01T07:25:26.250_26367746,26367746,7.3,0,0.25,3,0,10.55,2,2017-01-01 02:49:40.0000000 +00:00,2017-01-01 02:56:47.0000000 +00:00,NULL,,Washington,DC,20001,38.9162,-77.0214,NULL,18th Street Northwest,Washington,DC,20036,38.9057,-77.0415,2,7
1,Hitch,2017-01-01 02:49:04.0000000 +00:00,2017-01-01 07:25:27.5733333 +00:00,C259__82613__2017-01-01T07:25:27.573_26367747,26367747,7.3,0,0.25,1.25,0,8.8,2,2017-01-01 02:49:04.0000000 +00:00,2017-01-01 02:54:47.0000000 +00:00,NULL,,Washington,DC,20005,38.8974,-77.032,NULL,2425 Virginia Avenue Northwest,Washington,DC,20037,38.8988,-77.053,2,6
1,Hitch,2017-01-01 02:48:57.0000000 +00:00,2017-01-01 07:25:28.6966667 +00:00,D682__62135__2017-01-01T07:25:28.697_26367748,26367748,10.54,0,0.25,1,0,11.79,2,2017-01-01 02:48:57.0000000 +00:00,2017-01-01 03:00:39.0000000 +00:00,NULL,4th Street Southwest,Washington,DC,20024,38.8773,-77.0177,NULL,,Washington,DC,20002,38.8921,-76.9826,3,12
1,Hitch,2017-01-01 02:48:53.0000000 +00:00,2017-01-01 07:25:30.0900000 +00:00,D430__72991__2017-01-01T07:25:30.090_26367749,26367749,27.82,0,0.25,1,0,29.07,2,2017-01-01 02:48:53.0000000 +00:00,2017-01-01 03:11:33.0000000 +00:00,NULL,1817 Adams Mill Road Northwest,Washington,DC,20009,38.9231,-77.0428,NULL,North Yorktown Boulevard,Arlington,VA,22207,38.9043,-77.1445,11,23
1,Hitch,2017-01-01 02:48:46.0000000 +00:00,2017-01-01 07:25:31.4666667 +00:00,F350__74999__2017-01-01T07:25:31.467_26367750,26367750,10.27,0,0.25,1,0,11.52,2,2017-01-01 02:48:46.0000000 +00:00,2017-01-01 03:02:59.0000000 +00:00,NULL,,Washington,DC,20007,38.9095,-77.0454,NULL,Lamont Street Northwest,Washington,DC,20010,38.9314,-77.0392,2,14
1,Hitch,2017-01-01 02:48:33.0000000 +00:00,2017-01-01 07:25:32.8800000 +00:00,E967__71864__2017-01-01T07:25:32.880_26367751,26367751,8.65,0,0.25,0,0,8.9,2,2017-01-01 02:48:33.0000000 +00:00,2017-01-01 02:58:21.0000000 +00:00,NULL,,Washington,DC,20007,38.9068,-77.063,NULL,19th Street Northwest,Washington,DC,20006,38.9203,-77.0441,2,10
